ID,Organisation Name,Type of Data Provided,Data provided to customer,Sensitive or Non-Sensitive,Legal Basis for Provision of Data (Dissemination),Purpose,Frequency,NIC Number,MR Number (where relevant),Patient Opt-Outs applied,Common law duty of confidentiality
FILE0113666,The University of Manchester,GPES Data for Pandemic Planning and Research (COVID-19),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-402963-P0Y5D-v0.2,,No - data flow is not identifiable,Statutory exemption to flow confidential data without consent
FILE0113675,The University of Manchester,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-402963-P0Y5D-v0.2,,No - data flow is not identifiable,Statutory exemption to flow confidential data without consent
FILE0113918,Ignite Data Limited,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113919,Ignite Data Limited,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113920,Ignite Data Limited,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113921,Ignite Data Limited,Hospital Episode Statistics Accident and Emergency,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113922,Ignite Data Limited,Hospital Episode Statistics Accident and Emergency,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113923,Ignite Data Limited,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113924,Ignite Data Limited,Hospital Episode Statistics Accident and Emergency,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113925,Ignite Data Limited,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113926,Ignite Data Limited,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113927,Ignite Data Limited,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113928,Ignite Data Limited,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0113929,Ignite Data Limited,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,One-Off,DARS-NIC-297783-V4P6H-v0.15,,No - data flow is not identifiable,Consent (Reasonable Expectation)
FILE0114056,Worcestershire County Council,Primary Care Mortality Data,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-108067-P1C4R-v2.2,,No - deaths data flowing to Local Authorities does not require the application of patient opt outs,Does not include the flow of confidential data
FILE0114187,University of Oxford,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-315419-F3W7K-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0114201,University of Oxford,HES:Civil Registration (Deaths) bridge,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-315419-F3W7K-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0114255,CHKS Limited,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-368543-C3J4B-v5.6,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0114349,University of Oxford,Civil Registration - Deaths,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-365354-R3M0Q-v5.6,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114362,University of Oxford,GPES Data for Pandemic Planning and Research (COVID-19),Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-365354-R3M0Q-v5.6,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114427,University of Cambridge,Cancer Registration Data,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-156334-711SX-v6.5,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114436,University of Cambridge,Demographics,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-156334-711SX-v6.5,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114439,University of Cambridge,Hospital Episode Statistics Admitted Patient Care,Identifiable,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-156334-711SX-v6.5,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114440,University of Cambridge,Civil Registration - Deaths,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-156334-711SX-v6.5,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114453,University of Cambridge,Hospital Episode Statistics Outpatients,Identifiable,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-156334-711SX-v6.5,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114511,University of Oxford,Civil Registration - Deaths,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-373132-D3Y7P-v0.6,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114514,University Hospitals Birmingham NHS Foundation Trust,Emergency Care Data Set (ECDS),Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-06605-X1L9Z-v10.4,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0114515,University Hospitals Birmingham NHS Foundation Trust,Emergency Care Data Set (ECDS),Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-06605-X1L9Z-v10.4,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0114526,University Hospitals Birmingham NHS Foundation Trust,Hospital Episode Statistics Outpatients,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-06605-X1L9Z-v10.4,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0114538,University Hospitals Birmingham NHS Foundation Trust,Hospital Episode Statistics Critical Care,Identifiable,Non Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-06605-X1L9Z-v10.4,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0114551,University Hospitals Birmingham NHS Foundation Trust,Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-06605-X1L9Z-v10.4,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0114566,University Hospitals Birmingham NHS Foundation Trust,Civil Registration - Deaths,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-06605-X1L9Z-v10.4,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0114568,University Hospitals Birmingham NHS Foundation Trust,HES:Civil Registration (Deaths) bridge,Identifiable,Non Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-06605-X1L9Z-v10.4,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0114673,Manchester University NHS Foundation Trust,Hospital Episode Statistics Admitted Patient Care,Identifiable,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-206314-N1N7K-v1.2,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114674,Manchester University NHS Foundation Trust,Hospital Episode Statistics Admitted Patient Care,Identifiable,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-206314-N1N7K-v1.2,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0114768,CHKS Limited,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-10891-M2Y6Z-v9.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0114779,CHKS Limited,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-10891-M2Y6Z-v9.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0114780,CHKS Limited,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-10891-M2Y6Z-v9.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0114791,CHKS Limited,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-10891-M2Y6Z-v9.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0114803,CHKS Limited,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-10891-M2Y6Z-v9.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0115370,University of Oxford,Civil Registration - Deaths,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-373132-D3Y7P-v0.6,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0115928,University of Oxford,Demographics,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-389134-S8L1C-v12.2,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0115930,University of Oxford,Cancer Registration Data,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-389134-S8L1C-v12.2,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0115933,University of Oxford,Civil Registration - Deaths,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-389134-S8L1C-v12.2,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0115960,Office for National Statistics (ONS),Hospital Episode Statistics Outpatients,Identifiable,Sensitive,Other - Data dissemination is mandated under section 45c of the Statistics and Registration Service Act (2007) as amended by the Digital Economy Act 2017,,Ongoing,DARS-NIC-175120-W5G2X-v6.4,,No - Statutory exemption to flow confidential data without consent,Statutory exemption to flow confidential data without consent
FILE0115971,Office for National Statistics (ONS),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,Other - Data dissemination is mandated under section 45c of the Statistics and Registration Service Act (2007) as amended by the Digital Economy Act 2017,,Ongoing,DARS-NIC-175120-W5G2X-v6.4,,No - Statutory exemption to flow confidential data without consent,Statutory exemption to flow confidential data without consent
FILE0116300,Harvey Walsh Ltd,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-05934-M7V9K-v11.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116312,Harvey Walsh Ltd,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-05934-M7V9K-v11.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116324,Harvey Walsh Ltd,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-05934-M7V9K-v11.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116336,Harvey Walsh Ltd,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-05934-M7V9K-v11.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116348,Harvey Walsh Ltd,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-05934-M7V9K-v11.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116360,Harvey Walsh Ltd,HES:Civil Registration (Deaths) bridge,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-05934-M7V9K-v11.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116361,Harvey Walsh Ltd,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-05934-M7V9K-v11.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116362,Harvey Walsh Ltd,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-05934-M7V9K-v11.5,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116839,Monitor,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-15814-C6W9R-v19.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116858,Monitor,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-15814-C6W9R-v19.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116866,Monitor,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-15814-C6W9R-v19.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116871,Monitor,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-15814-C6W9R-v19.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116872,Monitor,HES:Civil Registration (Deaths) bridge,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-15814-C6W9R-v19.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116873,Monitor,Bridge file: Hospital Episode Statistics to Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-15814-C6W9R-v19.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116877,Monitor,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-15814-C6W9R-v19.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116905,Methods Analytics Ltd,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116918,Methods Analytics Ltd,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116930,Methods Analytics Ltd,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116931,Methods Analytics Ltd,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116943,Methods Analytics Ltd,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116954,Methods Analytics Ltd,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116959,Methods Analytics Ltd,HES:Civil Registration (Deaths) bridge,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116961,Methods Analytics Ltd,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0116962,Methods Analytics Ltd,Bridge file: Hospital Episode Statistics to Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-09519-D5G0R-v14.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0117174,Royal College of Obstetricians and Gynaecologists (RCOG),Civil Registration - Deaths,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117176,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117178,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117179,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117180,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117181,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117183,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117184,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117185,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117186,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117187,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117188,Royal College of Obstetricians and Gynaecologists (RCOG),Birth Notification Data,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117190,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117191,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117192,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117196,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117197,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117201,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117202,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117203,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117204,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117205,Royal College of Obstetricians and Gynaecologists (RCOG),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-44356-Y8N6R-v5.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
FILE0117613,University of York,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-84254-J2G1Q-v3.9,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0117622,University of York,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-84254-J2G1Q-v3.9,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0117623,University of York,HES:Civil Registration (Deaths) bridge,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-84254-J2G1Q-v3.9,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0117627,University of York,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-84254-J2G1Q-v3.9,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0117638,University of York,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-84254-J2G1Q-v3.9,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0117650,University of York,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,One-Off,DARS-NIC-84254-J2G1Q-v3.9,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0117652,University of York,Emergency Care Data Set (ECDS),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-84254-J2G1Q-v3.9,,No - data flow is not identifiable,Does not include the flow of confidential data
