ID,Organisation Name,Type of Data Provided,Data provided to customer,Sensitive or Non-Sensitive,Legal Basis for Provision of Data (Dissemination),Purpose,Frequency,NIC Number,MR Number (where relevant),Patient Opt-Outs applied,Common law duty of confidentiality
FILE0111561,Torbay Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-18089-C7M8J-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111562,Torbay Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-18089-C7M8J-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111563,Torbay Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-18089-C7M8J-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111564,Torbay Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-18089-C7M8J-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111565,Torbay Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-18089-C7M8J-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111571,Norfolk County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371828-D2W1R-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111572,Norfolk County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371828-D2W1R-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111573,Norfolk County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371828-D2W1R-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111574,Norfolk County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371828-D2W1R-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111575,Norfolk County Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371828-D2W1R-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111576,Leeds City Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371831-L7M1M-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111577,Leeds City Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371831-L7M1M-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111578,Leeds City Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371831-L7M1M-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111579,Leeds City Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371831-L7M1M-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111580,Leeds City Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371831-L7M1M-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111581,Lincolnshire County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371832-J2L9K-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111582,Lincolnshire County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371832-J2L9K-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111583,Lincolnshire County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371832-J2L9K-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111584,Lincolnshire County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371832-J2L9K-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111585,Lincolnshire County Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-371832-J2L9K-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111586,Gloucestershire County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387811-M7J2B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111587,Gloucestershire County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387811-M7J2B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111588,Gloucestershire County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387811-M7J2B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111589,Gloucestershire County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387811-M7J2B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111590,Gloucestershire County Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387811-M7J2B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111591,Dorset Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387891-W3F3B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111592,Dorset Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387891-W3F3B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111593,Dorset Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387891-W3F3B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111594,Dorset Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387891-W3F3B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111595,Dorset Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-387891-W3F3B-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111596,City of Bradford Metropolitan District Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-38847-G3Z7R-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111597,City of Bradford Metropolitan District Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-38847-G3Z7R-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111598,City of Bradford Metropolitan District Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-38847-G3Z7R-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111599,City of Bradford Metropolitan District Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-38847-G3Z7R-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111600,City of Bradford Metropolitan District Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-38847-G3Z7R-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111601,Nottingham City Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-388786-H0Q8Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111602,Nottingham City Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-388786-H0Q8Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111603,Nottingham City Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-388786-H0Q8Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111604,Nottingham City Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-388786-H0Q8Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111605,Nottingham City Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-388786-H0Q8Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111606,Nottinghamshire County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389495-J7Z8L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111607,Nottinghamshire County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389495-J7Z8L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111608,Nottinghamshire County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389495-J7Z8L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111609,Nottinghamshire County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389495-J7Z8L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111610,Nottinghamshire County Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389495-J7Z8L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111611,North Lincolnshire Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389715-Y4S3N-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111612,North Lincolnshire Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389715-Y4S3N-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111613,North Lincolnshire Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389715-Y4S3N-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111614,North Lincolnshire Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389715-Y4S3N-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111615,North Lincolnshire Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-389715-Y4S3N-v5.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111616,Derbyshire County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-391733-S8V5J-v7.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111617,Derbyshire County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-391733-S8V5J-v7.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111618,Derbyshire County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-391733-S8V5J-v7.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111619,Derbyshire County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-391733-S8V5J-v7.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111620,Derbyshire County Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-391733-S8V5J-v7.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111621,Surrey County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-49799-B8X0L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111622,Surrey County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-49799-B8X0L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111623,Surrey County Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-49799-B8X0L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111624,Surrey County Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-49799-B8X0L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111625,Surrey County Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-49799-B8X0L-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111626,London Borough of Islington,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-71603-T8C0Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111627,London Borough of Islington,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-71603-T8C0Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111628,London Borough of Islington,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-71603-T8C0Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111629,London Borough of Islington,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-71603-T8C0Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111630,London Borough of Islington,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-71603-T8C0Q-v4.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111631,Dudley Metropolitan Borough Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-392001-G1C3D-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111632,Dudley Metropolitan Borough Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-392001-G1C3D-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111633,Dudley Metropolitan Borough Council,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-392001-G1C3D-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111634,Dudley Metropolitan Borough Council,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-392001-G1C3D-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0111635,Dudley Metropolitan Borough Council,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-392001-G1C3D-v6.2,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0112205,University of Oxford,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-375354-G8V1H-v1.7,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0112211,University of Oxford,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-375354-G8V1H-v1.7,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0112218,University of Oxford,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-375354-G8V1H-v1.7,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0112224,University of Oxford,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-375354-G8V1H-v1.7,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0112334,Public Health England (PHE),Hospital Episode Statistics Outpatients,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-343380-H5Q9K-v9.3,,No - PHE has been granted specific exemptions from national data opt outs by the Secretary of State in recognition of its national role in protecting and improving public health.,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
FILE0112381,Public Health England (PHE),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-343380-H5Q9K-v9.3,,No - PHE has been granted specific exemptions from national data opt outs by the Secretary of State in recognition of its national role in protecting and improving public health.,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
FILE0112411,Public Health England (PHE),Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(7),,Ongoing,DARS-NIC-343380-H5Q9K-v9.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
FILE0112611,Royal Borough of Greenwich,Primary Care Mortality Data,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(5)(d),,Ongoing,DARS-NIC-45168-S6S7W-v4.2,,No - deaths data flowing to Local Authorities does not require the application of patient opt outs,Does not include the flow of confidential data
FILE0112621,Royal Borough of Greenwich,Civil Registration - Births,Identifiable,Non Sensitive,Health and Social Care Act 2012 - s261(5)(d),,Ongoing,DARS-NIC-45168-S6S7W-v4.2,,"No - Birth data is not considered as personal confidential information - however when handling applications for the data we treat these data as identifiable, even though patient opt outs do not apply",Does not include the flow of confidential data
FILE0112675,Genomics England,Demographics,Identifiable,Non Sensitive,CV19: Regulation 3 (4) of the Health Service (Control of Patient Information) Regulations 2002,,Ongoing,DARS-NIC-374190-D0N1M-v1.3,,No - Statutory exemption to flow confidential data without consent,Statutory exemption to flow confidential data without consent
FILE0112677,Genomics England,Civil Registration - Deaths,Identifiable,Sensitive,CV19: Regulation 3 (4) of the Health Service (Control of Patient Information) Regulations 2002,,Ongoing,DARS-NIC-374190-D0N1M-v1.3,,No - Statutory exemption to flow confidential data without consent,Statutory exemption to flow confidential data without consent
FILE0112686,Genomics England,Cancer Registration Data,Identifiable,Sensitive,CV19: Regulation 3 (4) of the Health Service (Control of Patient Information) Regulations 2002,,Ongoing,DARS-NIC-374190-D0N1M-v1.3,,No - Statutory exemption to flow confidential data without consent,Statutory exemption to flow confidential data without consent
FILE0112874,Dr. Foster Limited,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-392201-S6C3W-v0.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0112889,Dr. Foster Limited,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-392201-S6C3W-v0.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0112904,Dr. Foster Limited,Hospital Episode Statistics Admitted Patient Care,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Ongoing,DARS-NIC-392201-S6C3W-v0.4,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0113184,University of Cambridge,Civil Registration - Deaths,Identifiable,Sensitive,Consent (Reasonable Expectation),,Ongoing,DARS-NIC-24422-R3W3S-v5.9,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0113185,University of Cambridge,Cancer Registration Data,Identifiable,Non Sensitive,Consent (Reasonable Expectation),,Ongoing,DARS-NIC-24422-R3W3S-v5.9,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0113235,Carnall Farrar Limited,Hospital Episode Statistics Outpatients,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-243790-Y8K8C-v2.1,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0113244,Carnall Farrar Limited,Hospital Episode Statistics Critical Care,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Ongoing,DARS-NIC-243790-Y8K8C-v2.1,,No - data flow is not identifiable,Does not include the flow of confidential data
FILE0113270,Public Health England (PHE),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-343380-H5Q9K-v9.3,,No - PHE has been granted specific exemptions from national data opt outs by the Secretary of State in recognition of its national role in protecting and improving public health.,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
FILE0113271,Public Health England (PHE),Hospital Episode Statistics Outpatients,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-343380-H5Q9K-v9.3,,No - PHE has been granted specific exemptions from national data opt outs by the Secretary of State in recognition of its national role in protecting and improving public health.,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
FILE0113272,Public Health England (PHE),Hospital Episode Statistics Admitted Patient Care,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Ongoing,DARS-NIC-343380-H5Q9K-v9.3,,No - PHE has been granted specific exemptions from national data opt outs by the Secretary of State in recognition of its national role in protecting and improving public health.,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
FILE0113300,UK Biobank,Hospital Episode Statistics Critical Care,Identifiable,Non Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-08472-V9S6K-v12.2,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
FILE0113307,UK Biobank,Hospital Episode Statistics Outpatients,Identifiable,Sensitive,Health and Social Care Act 2012 - s261(2)(c),,Ongoing,DARS-NIC-08472-V9S6K-v12.2,,No - consent provided by participants of research study,Consent (Reasonable Expectation)
